,id,description,jobflag
5697,5697,"Identify strong AI / ML use cases in the areas of cloud security, data security and adjacent domains and use the extensive data sources of Netskope",1
5698,5698,Testen verschiedener Plattformstapel auf Leistung und Effizienz,2
5699,5699,"Helfen Sie dem Unternehmen, Kunden- oder Geschäftsmöglichkeiten aus technischer Sicht zu bewerten",4
5700,5700,"Möglichkeit, mehrere Aufgaben gleichzeitig auszuführen",4
5701,5701,"Mängel und Abweichungen von den Plänen identifizieren und verfolgen; Arbeiten Sie mit dem Bauteam zusammen, um diese Mängel und Abweichungen zu mindern und zu beheben",3
5702,5702,Direct development tests for new or modified designs.,3
5703,5703,Stellen Sie RMA (Return Material Authorizations) für Hardwareprodukte aus.,3
5704,5704,Implement business analytics tools so that clients can quickly analyze data trends and can readily access key performance indicators.,3
5705,5705,"Präsentationen vor Teammitgliedern, Management und Kunden",3
5706,5706,Identify document discrepancies and problems,3
5707,5707,Develop SQL code to build ETL jobs within Brown-Forman data lake environment.,1
5708,5708,"Leverage the latest machine learning and deep learning techniques to challenge our current practices in supply chain, procurement, sales, marketing, operations, claims, and more.",1
5709,5709,"Write clean, maintainable, and testable code to make further development easier. Provide adequate test coverage with best practices for unit testing",3
5710,5710,Get to know your customer and empathize with their pain points so that when you solve their problems you share in the satisfaction.,3
5711,5711,Participate with Carrier Marketing organization to help define the technology and product roadmaps for future HVAC equipment controls and Connected Home featuresproducts,3
5712,5712,"Responsible for the design and implementation of embedded software for business-critical communication systems across multiple hardware and processor platforms (PowerPC, ARM)",3
5713,5713,"Collaborates with different functions within the organization such as Sales, Solutions and Delivery Teams for proposals, contracts, etc.",4
5714,5714,"Effectively explain technical concepts at all levels in the organization, including senior managers/stakeholders",2
5715,5715,"Verwalten Sie Workflow-Prozesse, um die tatsächlichen Kosten nach Kostenobjekten anzuzeigen (Kostenstellen-Innenauftrag, Projektstrukturplan (PSP) und ähnliches).",4
5716,5716,"Contribute across the whole stack; web, backend services, iOS and more. Our tech stack is mostly TypeScript, node.js, React, and PostgreSQL, but we try to use the best tools to solve each problem.",3
5717,5717,"Überprüfen Sie die Anforderungen, Spezifikationen und technischen Konstruktionsdokumente, um zeitnahes und aussagekräftiges Feedback zu erhalten",3
5718,5718,"Integral market leader in the Advanced Analytics Center of Excellence; Collaborate with stakeholders in your department to develop new analytics solutions, identify new data useful for analytics projects, and support analytics best practices.",1
5719,5719,"Implementieren Sie all das auf eine Weise, die skalierbar ist, Unternehmensqualität aufweist und in andere Softwaresysteme integriert ist",1
5720,5720,"Participate in projects as a member of an Agile / Scrum team including project estimation, task creation and driving to complete tasks in each sprint in a timely manner.",3
5721,5721,Manage the communication in cooperation with the colleagues Director Adherence / Co-Pay Analytics and Adherence Strategy & Operations to important stakeholders within the company with regard to adherence analyzes,1
5722,5722,Social: We need someone who knows how to work in and out of organizational boundaries and is not difficult to work with. You will need to work positively through situations of healthy conflict when they occur.,3
5723,5723,Document support issues in the company CRM and report to relevant area,4
5724,5724,Build out automation and orchestration for the high available containerized backend,3
5725,5725,"Build and prototype analysis pipelines iteratively to provide insights at scale. Develop comprehensive understanding of Google data structures and metrics, advocating for changes for product development and sales activity.",1
5726,5726,Analysieren und Verstehen von Datenquellen und APIs Entwerfen und Entwickeln von Methoden zum Verbinden und Sammeln von Daten aus verschiedenen Datenquellen.,2
5727,5727,"Develop, debug and create solutions using .C #, .NET framework, Java, etc.",3
5728,5728,Hauptkontaktstelle für PCT in Qualcomm,3
5729,5729,"Inspektion, Ausrichtung / Kalibrierung, Prüfung und Inbetriebnahme von Feuer- und Gasdetektionsgeräten und konfigurierten Systemen",3
5730,5730,"The applicant must be able to check the system and subsystem specifications as well as the interface documentation for completeness, accuracy and applicability.",3
5731,5731,"Working in a cohesive, small team environment",3
5732,5732,"Program SQL views, stored procedures, and functions",3
5733,5733,Lead customer workshops and document Business Process Designs,4
5734,5734,Planning and carrying out of commissioning,3
5735,5735,"Führen Sie die Anwendung von KI- und maschinellen Lerntools auf den Planungs- und Kaufprozess von Medien und entwickeln Sie neue proprietäre Tools, wobei Sie den Besitz von geistigem Eigentum priorisieren.",1
5736,5736,Maintain personal productivity in a matrixed work environment,4
5737,5737,Guide creative solutions to challenging scientific questions from early proof-of-concept stages to production deployments,1
5738,5738,Führen Sie strategische Organisations- und Prozessbewertungen durch und vergleichen Sie diese mit dem aktuellen Status mit Benchmark- und Bewertungsinstrumenten.,3
5739,5739,Beitrag zur Algorithmusentwicklung in den Bereichen Entscheidungsfindung mit Schwerpunkt auf der Integration in relevante Module wie Wahrnehmung,3
5740,5740,"Work with software languages ​​which will include node.js, Go, Java, PHP, Ruby and COTS based application distributions",4
5741,5741,"Rohdaten abbauen und analysieren, um die Optimierung und Verbesserung von F & E-Lösungen voranzutreiben.",1
5742,5742,"Most leads provided by lead development team, but must also be willing to utilize software tools provided to hunt new leads.",4
5743,5743,"Definieren und vereinheitlichen Sie Entwicklungspipelines, Build-Prozess-, Test- und Bereitstellungsstrategien für verschiedene Software- und Firmware-Entwicklungsteams",3
5744,5744,"Identify and implement TTPs (Tactics, Techniques, and Procedures) to manage security risks.",4
5745,5745,"Anwendungsunterstützung für verschiedene Unternehmens- und benutzerdefinierte interne Anwendungssuiten, die als Verbindung zwischen geschäftlichen und technischen Abteilungen fungieren.",3
5746,5746,Verantwortlich für die kontinuierliche Bereitstellung von Technologielösungen unter Nutzung der Agile- und DevOps-Prinzipien,3
5747,5747,Unterstützung von Fachexperten in den Bereichen S & V und MBD (FEA & Vibro-Acoustic Modeling).,3
5748,5748,"Communicate effectively and collaborate with local and international teams, including technical support, quality assurance, product management, and end users when required",3
5749,5749,"Participates, as needed, in conducting wide range of IT run the business activities, including but not limited to establishing and maintaining servers, network, telecommunications, SAN administration, virtualization, cloud computing, backup/recovery and Service Desk support.",3
5750,5750,"Provide technical leadership for the application and development of simulation, material testing, and experimental capabilities within the BDX R&D community. Recommend and implement the application of appropriate technologies to meet team objectives.",3
5751,5751,Perform medium to high speed circuit design and validation,3
5752,5752,Adhere to the Company's Quality and Business Processes in order to follow,4
5753,5753,"Tracking of project issues, action items and resolutions",4
5754,5754,Bewertung industrieller Arbeitsplätze mit bewährten Analyse- und Lösungsmethoden.,4
5755,5755,Build custom predictive models and machine-learning algorithms to optimize business outcomes,1
5756,5756,Operationalize and automate well defined data products independently.,4
5757,5757,Optimize the Python code to reduce the runtime.,1
5758,5758,Keep current with the latest trends and technologies to anticipate future development needs and requirements,2
5759,5759,"Assist with the full project lifecycle including requirements gathering, functional design, installation, user acceptance testing, issue resolution and production implementation",4
5760,5760,Introduce customers to Service Department personnel to emphasize to them the quality and efficiency of service repairs and maintenance available in our expert service department.,4
5761,5761,"Entwickeln Sie replizierbare Analysen und eine wiederverwendbare Codebasis, um die Suchleistung zu verstehen und zu verbessern.",1
5762,5762,Understand funding processes and collaborate effectively with funders,4
5763,5763,Additional duties as requested.,3
5764,5764,"Expertise in extracting technical requirements from vague starting points, and openness to feedback",1
5765,5765,Knowledge and experience of complex software design for distributed systems in embedded networking/telecommunications projects.,3
5766,5766,"Build, develop and test detailed functional designs for business solution components and prototypes.",4
5767,5767,"Work on rich, high-quality training data set creation, augmenting and annotation",2
5768,5768,Writes automated tests and test apps,3
5769,5769,Apply a range of data science techniques and tools to solve difficult business problems,1
5770,5770,Contribute to test automation initiatives including building test tools to improve code quality and application performance,3
5771,5771,Appropriately escalates issues requiring resolution.,4
5772,5772,"Train both end user and Business Partners on Alcatel-Lucent Enterprise wired network (L2/L3), wireless LAN, and NMS equipment being installed or maintained.",3
5773,5773,"Lead a small team that combines a general knowledge of multiple technology areas with knowledge of the targeted business function. Team will dene and document the business requirements, including pre-project definition, scoping, and prioritization of solutions aligned to desired business and technology strategies.",4
5774,5774,Testen neuer Hardware- und Softwareprodukte vor der Veröffentlichung.,3
5775,5775,"Remains flexible and responsive to changing priorities and multiple, concurrent responsibilities.",3
5776,5776,Communicating key insights and findings to the product team.,4
5777,5777,Interpret 2D and 3D engineering drawings as well as FAI and Cpk statistical process capability analysis.,3
5778,5778,Develop and analyze automated tests,3
5779,5779,Identify technical solutions that can be rapidly developed and deployed in a robust manner,3
5780,5780,"Best Practices für das Drive Engineering im gesamten Datenteam, einschließlich Codeüberprüfungen, Tests und Reproduzierbarkeit",2
5781,5781,Befolgen Sie die branchenüblichen Best Practices für Softwareentwicklungsaktivitäten,3
5782,5782,"Responsible for understanding business and technical problems addressed by the products including key regulations, business drivers, evolving business needs, security etc.;",4
5783,5783,Establish working relationships with all the productized SCRUM teams and key team members and across the IT organization as appropriate,3
5784,5784,Develop sophisticated visualization of analysis output for business users.,1
5785,5785,"Beitrag zur strategischen, finanziellen und Ressourcenplanung",3
5786,5786,Collaborate closely with software development colleagues to resolve issues and make improvements,3
5787,5787,"Architect, Design, Develop & Implement innovative software solutions related to the modern software development practices, DevOps and Agile Transformation of the enterprise.",4
5788,5788,"Coordinate with cross-functional teams to implement models, monitor outcomes, and make enhancements.",1
5789,5789,Review contractor submittals for compliance and provide approval and/or guidance to the government,3
5790,5790,Enhance data collection procedures to include information that is relevant for building analytic systems,1
5791,5791,"Support management of software defined infrastructure environment, configuration and build scripts for production environment.",3
5792,5792,Drive documentation writing with cross-functional teams,2
5793,5793,Ability to work in a collaborative and team environment,2
5794,5794,"Design, test, and modify geospatial big-data processing algorithms and enable implementation in either Python or Java suitable for a cloud-based architecture using Spark, Elastic Search and/or Hadoop",1
5795,5795,Write and maintain software design document. UML experience is a plus.,3
5796,5796,Develop subject matter expertise on source systems data and metadata,1
5797,5797,"Ensuring the stability, integrity and efficient operation of the firm technology infrastructure through the appropriate operation of technologies.",3
5798,5798,Generieren und pflegen Sie detaillierte technische Dokumente nach Bedarf im Verlauf der Produktentwicklung.,3
5799,5799,Document and communicate status of projects and initiatives to senior team members,1
5800,5800,Verwaltet die persönliche und berufliche Entwicklung; sucht nach Möglichkeiten zur beruflichen Weiterentwicklung und Erweiterung der Beratungsfähigkeiten und -erfahrungen,4
5801,5801,"Lead key projects, and be viewed as, a strategic thought partner to the BU, looking beyond immediate needs and anticipating mid- to long-term needs that are likely to impact business decisions.",1
5802,5802,Allocates and manages test resources according to varying needs of different product teams,3
5803,5803,Improvement of existing deep learning software and creation of novel software tools for high performance GPU computing infrastructure,2
5804,5804,"Design and build systems which improve machine learning scalability, usability, and performance.",2
5805,5805,"Develop end-to-end from data acquisition to production, data pipelines and predictive/prescriptive models on large-scale data sets (structured and unstructured) to address various business problems; develop deep-dive analysis and machine learning models to drive member value and partner success",1
5806,5806,"Design, develop and program methods, processes, and systems to consolidate and analyze diverse ""big data"" sources to generate actionable insights",1
5807,5807,"Ability to adapt to new languages, methodologies, and platforms to meet the needs of the project.",3
5808,5808,"Proactively manage the growth, training, structure and capabilities of assigned development teams. Mentor engineers on design, development, and best practice concepts, and develop PrismHR s next generation of technology leaders.",3
5809,5809,The candidate will be contributing to build L3 Autonomous driving vehicle.,3
5810,5810,"Entwickeln Sie neue Beratungsgeschäftsmöglichkeiten mit führenden Unternehmen aus den Bereichen Lebensmittel, Getränke, Kosmetik, Textilien und Einzelhandel und arbeiten Sie eng mit dem Key Account Management Team zusammen",4
5811,5811,Extend Agency Spotter API for,3
5812,5812,Coach and grow BOARD competences across the team and lead Consultants and Associate Consultants in project deliveries,4
5813,5813,"Unterstützung bei der Koordinierung von Besprechungen zur Überprüfung von Spezifikationen, um den Arbeitsumfang einschließlich Ausnahmen und Klarstellungen zu entwickeln oder zu bestätigen.",3
5814,5814,"Übernehmen Sie die Führung bei der Entwicklung von Lösungen, verfeinern Sie die Arbeit, die Sie und andere Mitglieder Ihres Teams ausführen werden, und können Sie die Arbeit entsprechend aufschlüsseln und organisieren",2
5815,5815,Bereitstellung und eigene Anwendungsunterstützung in zugewiesenen Bereichen.,4
5816,5816,"Works safely, especially with regard to radiation protection safety.",3
5817,5817,"Führen Sie grundlegende Analysen, Entwicklungen, Tests, Debugging, Konfigurationen, Vorfalluntersuchungen, Dokumentationen, Zustandsüberwachungen / Warnungen und Implementierungen basierend auf und in Bezug auf Benutzer- oder Systemdesignspezifikationen durch.",3
5818,5818,Develop test procedures or routines to support new product development and improvement,3
5819,5819,Define cybersecurity strategies for different types of products,3
5820,5820,"Provide telephone/remote and on-site troubleshooting, training and support to end users and decision makes",3
5821,5821,Gaining referrals from current customers and participating in marketing demand generation initiatives,4
5822,5822,Create innovative solutions to meet the technical needs of customers.,2
5823,5823,Versteht den Lebenszyklus und die Prozesse der Softwareentwicklung mithilfe modellbasierter Entwicklung,3
5824,5824,Entwerfen und implementieren Sie Feedback-Loop-Protokolle für kontinuierliche Modellaktualisierungen und -verbesserungen,2
5825,5825,Guide and mentor junior engineers. Serve as team lead if appropriate.,2
5826,5826,Create Strategy for Analyzing and leading the ML algorithms to solve a given problem and ranking them by their success probability,2
5827,5827,Develop and unit test applications in accordance with established standards,3
5828,5828,"Select functions, create and refine classifiers using machine learning techniques",1
5829,5829,Translate customer needs and technology directions into development tasks,3
5830,5830,Performs tests and experiments in accordance with the requirements of Good Manufacturing Practices (GMP) and Good Laboratory Practices (GLP).,3
5831,5831,Collaborate across departments to understand business goals and identify new data opportunities,1
5832,5832,Explore root cause for various issues identified in the data,1
5833,5833,Integrate third party application with existing environment.,3
5834,5834,"Arbeiten Sie mit Testteams zusammen, um sicherzustellen, dass das Timing und die Verfügbarkeit der Software bekannt sind",3
5835,5835,"Data Analyzer: Strong problem solving skills and hands-on coding skills using SQL, Python,",1
5836,5836,"Arbeiten Sie mit Geschäftsinteressenten, Geschäftsbetrieben und Produktentwicklungsteams zusammen, um Geschäftsprobleme zu analysieren, Lösungen und Datenmodelle zu erstellen und zu testen und die Algorithmen und Ergebnisse der Modelle zu implementieren",2
5837,5837,Provide leadership and tactical expertise in implementing and maintaining the company's business systems and resources to increase operational efficiency and ensure business and regulatory requirements are met,4
5838,5838,"Assists in the resolution of billing, claims, or collection issues.",4
5839,5839,Muss bei Bedarf Überstunden und Wochenenden leisten,3
5840,5840,"Support of business development, project management and the DRT customer base",3
5841,5841,"Create a system for maintenance of all site required documentation related to HSE issues, i.e. accident reports, inspection reports, training logs",4
5842,5842,Monthly project status reports and change orders.,3
5843,5843,"Collaborate with product owners to translate business requirements into well-formed, actionable user stories and designs.",3
5844,5844,Identify opportunities for efficiencies in work process and innovative approaches to completing scope of work,4
5845,5845,Respond to degraded systems performance and troubleshoot system and network problems in a systematic manner.,3
5846,5846,"Koordinieren Sie mit Geräteentwicklungsteams, Parkanbietern und Kunden, um Lösungen zu erzielen und zu liefern.",4
5847,5847,Develop and improve automation functions to enable customized delivery of analysis products to customers.,1
5848,5848,"A desire to build proof-of-principle prototypes by ""getting your hands dirty"" and using basic editing equipment, hand tools, and creative unconventional techniques.",3
5849,5849,Representing GSK externally to improve technical skills across the industry,2
5850,5850,"Architect, Develop & Implement innovative software solutions.",3
5851,5851,Build end-to-end algorithmic solutions that focus on improving the customer's experience both in-store and on our website.,1
5852,5852,Build prototypes to evaluate the effectiveness of technologies,2
5853,5853,Ensures appropriate compliance with cross-departmental processes and procedures within the test team.,3
5854,5854,"Providing information on designing cross-brand adherence programs by modeling the effects of various options and design approaches, e.g. B. Impact on Financial and Behavioral Segments. Create and maintain knowledge library",1
5855,5855,Bereitstellung fortschrittlicher Analysen von Herstellungsprozessen sowie gegebenenfalls numerischer Modellierung und Optimierung zur Unterstützung von Produktentwicklungsanwendungen für BD-Geschäftsbereiche.,3
5856,5856,Build automation to ensure quality.,3
5857,5857,Develop efficient feature capabilities to support proper data extraction & curation for analytical purposes,2
5858,5858,Assist with training and makes recommendations to end users on hardware and software applications.,4
5859,5859,Advocate and lead the development of cross-organizational dashboards,1
5860,5860,"Performing software analysis, design and development according to the existing coding standards and guidelines",3
5861,5861,"Outage response, high-level systems analysis, evaluation, documentation, and implementation requiring a thorough knowledge of administrative and technical skills related to the IEN / VoIP platform",3
5862,5862,"Grundkenntnisse in ADAS / AD-Funktionen: AEB, Lane Centering, ACC, Lane Line Detection.",3
5863,5863,"Entwicklung und Verbesserung von Softwaretools, Simulatoren und Schnittstellen;",3
5864,5864,"Nehmen Sie an den Bemühungen der Business Process Management Group teil, Metriken zu sammeln und zu analysieren und die Prozesse der Gruppe kontinuierlich zu verbessern.",4
5865,5865,Contribute to and promote good software engineering practices across the team,2
5866,5866,"Analysieren Sie hochkomplexe Geschäftsanforderungen, entwerfen und schreiben Sie technische Spezifikationen, um komplexe Anwendungen zu entwerfen oder neu zu entwerfen",2
5867,5867,Flexibility of working across all functions/levels as part of a team.,1
5868,5868,"Erleichtern Sie Fehler-Triage-Meetings und verwalten Sie den Prozess der Problemanalyse. Führen Sie wichtige formelle Peer-Reviews durch und sammeln Sie wichtige Messdaten, um eine lernende Organisation zu unterstützen. Stellen Sie sicher, dass die Kriterien für die Definition der Bereitschaft und die Definition der Fertigstellung erfüllt werden Ingenieur und technische Programmmanager mit insgesamt kontinuierlichen technischen Prozessverbesserungen",3
5869,5869,"Attend formal software inspection processes, customer meetings, and user events",3
5870,5870,"Entwerfen von Systemen zur Überwachung der Ergebnisse von Modellen in Produktionen, zur Erkennung und Behebung von Anomalien sowie zur Gewährleistung der Robustheit und Zuverlässigkeit dieser Modelle",1
5871,5871,"Arbeiten Sie alle Phasen des Softwareentwicklungszyklus durch, einschließlich Forschung, Design, Analyse, Anforderungen, Implementierung, Testautomatisierung und Wartung.",3
5872,5872,Identify the required data sets and translate the data into workable insights and business recommendations,1
5873,5873,"Entwerfen, Entwickeln, Testen, Bereitstellen, Warten und Verbessern von Softwarelösungen.",3
5874,5874,"Work in an agile software development environment. Participation in scrum, planning and review meetings",3
5875,5875,"Generate cost experience and reconciliation reports as needed, including DONIBIS, SSR, and custom reports.",4
5876,5876,"Testing ML models such as cross-validation, A / B testing, bias, and fairness",1
5877,5877,"Coordination with engineering and maintenance of existing changes to the machine control on robot, electrical, electronic, pneumatic and image processing systems",3
5878,5878,Develop and execute comprehensive project plans and use creativity and tenacity to solve tough problems and increase program success.,4
5879,5879,Develop value propositions and identify new business opportunities for data,1
5880,5880,Technical guidance for junior team members.,3
5881,5881,Offer technical and clinical know-how on Impulse Dynamics products and stay informed about current industry trends and relevant competitive devices.,4
5882,5882,"Serving junior team members on code style, requirements, and deployment",3
5883,5883,Write requirements for additional data collection through a mobile application,1
5884,5884,Build high quality software that meets design specifications.,3
5885,5885,"Build collaborative relationships with key executives and colleagues across the organization (i.e. team leaders, CoEs) to ensure the best use of total resources.",3
5886,5886,Performs data analysis necessary to troubleshoot data-related problems and to resolve data problems.,3
5887,5887,Use the system and procedures to control and track traders,4
5888,5888,"Der Berater liefert Berichte über Ergebnisse, Analysen und Empfehlungen für kurz-, mittel- und langfristige Maßnahmen. Die Ergebnisse können gleichzeitig oder regelmäßig zu Projektmeilensteinen präsentiert werden.",4
5889,5889,Provide technical and project leadership to other staff members,3
5890,5890,"Setup and testing in several test environments with different operating system and browser versions, different mobile devices and in the cloud",3
5891,5891,"Design and develop new machine controls, including robotic, electrical, electronic, pneumatic, and vision systems",3
5892,5892,Überprüfen der Datenqualität und / oder Sicherstellen durch Datenbereinigung,2
5893,5893,"As an individual researcher and in collaboration with other team members, lay the foundation for the hypothesis of how complex intelligence problems can be solved.",1
5894,5894,"Build and expand upon a broad array of data science models that predict event classification and revenue predictions, compute optimal auction pricing, and optimize internal operations (lead scoring)",1
5895,5895,Performs complex data modeling studies for senior management and develops detailed data models.,4
5896,5896,"Analysis and design data models, logical databases and relational data base definitions.",4
5897,5897,Work with Qualcomm's customer-centric team to resolve approved test case problems,3
5898,5898,"Responsible for building and maintaining strategic partnerships with DH&A leadership, as well as being responsible for all technology delivery to DH&A through direct engagement from delivery teams or through partnership with other parts of the Humanas IT organization.",4
5899,5899,Help the Category Management department carry out merchandise planning functions to create best-in-class planograms for our retail partners.,4
5900,5900,"Evaluation of restructuring models, organizational structures and business processes to streamline the provision of real estate and facility management services",4
5901,5901,Apply expert software development skills to a wide range of ML-related coding projects,2
5902,5902,Attend all of the meetings required to ensure the seamless delivery of the product as part of the software development life cycle,3
5903,5903,"Using the details provided by the customer about employee separation, interpret and apply state laws and regulations in response to unemployment documents.",4
5904,5904,"Support team in building approach (e.g., systems, personnel, processes) for end-to-end data services.",1
5905,5905,Act as a Subject Matter Expert (SME) for front-end development.,3
5906,5906,Produce innovative solutions driven by exploratory data analysis from complex and highly dimensional datasets,1
5907,5907,"Entwickelt skalierbare, wiederholbare und sichere Datenpipelines.",3
5908,5908,"Develop, test, and debug application source code",3
5909,5909,Actively ensure all field personnel comply with safe work practices in accordance with EH&S standards,3
5910,5910,Development and administration of sales-related projects,4
5911,5911,"Bereiten Sie die Unterlagen vor und reichen Sie sie gemäß den festgelegten Zeitrahmen und Richtlinien ein, die den Anforderungen der Agentur und der Finanzierung entsprechen",4
5912,5912,"Maintains working knowledge of applications and system integration, and is able to understand changes to anticipate cross-system or cross-process effects.",3
5913,5913,"Create detailed documentation for digital prototypes, custom solutions and products and assist in customer and partner implementations",3
5914,5914,Provide technical guidance to ensure alignment with the vision and best practices of the technical architecture,3
5915,5915,Bereitstellung von Fachwissen und Analyselösungen für statistische Genetik zur Information über Strategien zur Stratifizierung und Anreicherung von Patienten,1
5916,5916,Responsible for ensuring quality services are delivered for particular task(s) and is seen as the task leader,3
5917,5917,"Implement the requisite components of a complex and mission-critical communications platform using core Java, Kafka, Kubernetes, AWS and related technologies",3
5918,5918,"Use Freshservice, Jira, Bitbucket and other e-tools for planning and execution",3
5919,5919,"Support with the design, architecture and implementation of new systems",3
5920,5920,"Providing analytical support and guidance through database queries, third party reports, and external partner reports across the enterprise",1
5921,5921,"Work closely with Marketing, Agency Administrator and Clinical Management to ensure that the demand for clinical care is aligned with our capacity and at no time compromises the Agency ability to provide the best quality care for our patients",4
5922,5922,Analyze bugs and fix bugs.,3
5923,5923,Assemble the tools and platform for the creation of our next-generation interconnect IP elements.,3
5924,5924,Develop custom web applications and device tests.,3
5925,5925,"Document requirements, use cases and designs.",3
5926,5926,Worked in an Agile / Scrum development process environment.,3
5927,5927,"Actively develops and maintains job knowledge as a subject matter expert via review of the medical literature, attendance at professional meetings and / or other educational venues. Applies significant clinical experience and subject matter expertise towards evaluation and judgment of complex evidence as it relates to clinical decision support needs. Actively develops and maintains clinical expertise with the express purpose of translating this expertise into improving or creating drug content. Continually develops and refines writing and database skills",4
5928,5928,"Determination of operational feasibility by evaluating analysis, problem definition, requirements, solution development and solution proposals",3
5929,5929,"Work with developers and architects to translate prototypes into new products, services, and features, and to provide guidelines for large-scale implementation.",1
5930,5930,"Designing, building, installing, configuring and supporting production deployments",3
5931,5931,"Use various methods to ensure the quality of your code: writing unit tests, performing code inspections with your peers, integration testing, performance testing and assisting QA.",3
5932,5932,"Proactively interact with key customer management to gather intelligence, resolve issues, and make recommendations for improvement and cyber risk reduction.",4
5933,5933,"Setting up, deploying and performing system administration on Windows servers.",3
5934,5934,"Develop highly scalable classifiers and tools that leverage machine learning, data regression, and rule-based models",2
5935,5935,"Identify and recommend where improved automation, performance improvements, application improvements, and quality improvements can be incorporated.",3
5936,5936,Communicate with internal and external customers to determine requirements,3
5937,5937,Work with the team to close the loop between analysis / planning and results data and enable agile optimization of the campaigns.,1
5938,5938,Qualify those interested in introducing the solution and provide technical and,4
5939,5939,Work with large amounts of public data to cleanse data and perform analysis on internal well performance data,1
5940,5940,"Stay up to date with the latest technology trends in machine and in-depth learning, and quickly learn about new frameworks / techniques that can be used in project delivery",1
5941,5941,"Generate software requirements documents, design specifications and software test protocols.",3
5942,5942,"Bieten Sie operative Unterstützung, indem Sie Produktionsprobleme beheben und eine kontinuierliche Lieferung sicherstellen",3
5943,5943,"Run tests (unit, independent, system and performance).",3
5944,5944,"In-depth knowledge of the operating system architecture such as memory management, IPC, scheduling, task switching, simultaneous memory access and event-controlled programming.",3
5945,5945,"Feedback: Um der Führung ein respektvolles und dennoch ehrliches Feedback zu geben, wie die Softwareentwicklungsziele besser erreicht werden können.",3
5946,5946,"End to end execution of the payer research projects; understanding clients need, designing the questionnaire, selecting and suggesting payer archetypes which fits best for the clients need, analyze the payer responses, and develop deliverables including strategic insights and recommendations.",4
5947,5947,"Test, Train and Validate models developed in Python or R",1
5948,5948,Provide Tier-2 support to users of technology with a focus on delivering superb customer service; maintain help desk ticketing system and mentor other team members to support network infrastructure.,3
5949,5949,Sieht Kapazitätsanforderungen für die Komponentennutzung voraus und identifiziert Einschränkungen.,3
5950,5950,"Design subsystems to support software reuse, domain analysis, and manage implementation",3
5951,5951,"Contributing to the functional and technical design, prototyping, and process design stages of implementations (including scenario design, flow mapping).",4
5952,5952,"Entwickeln und leiten Sie das Testen und Validieren, Programmieren und Dokumentieren von Software.",3
5953,5953,"Develop structured, documented, version controlled code that enables automation and post-roll out customer self-service",1
5954,5954,"Nutzen Sie Erfahrungstiefe und Reife, um unabhängig und ohne direkte Anleitung bei alltäglichen Aktivitäten zu arbeiten",3
5955,5955,Mentor junior software engineers and help refine their software development skill sets,3
5956,5956,"Participate in the maintenance of a repository of all internal testing, compliance reporting and evidence for the Program. Post all required and relevant evidence to the QSA portal for assessment.",4
5957,5957,"Provide analytical / statistical support such as marketing test design, projection, campaign measurement, market insights to clients and stakeholders.",1
5958,5958,Directly participate throughout the entire design process,2
5959,5959,Entwerfen und entwickeln Sie komplexe Software mit einer Vielzahl von Programmier- und Skriptsprachen.,3
5960,5960,"Entwickeln, dokumentieren, entwickeln, codieren und testen Sie Data Science-Module zu skalierbaren Lösungen in einer Big-Data-Umgebung.",1
5961,5961,"Continually learn new analytical skills, techniques and tools to maximize competitive advantage; participate in internal & external technology communities",1
5962,5962,Diese Rolle soll die Weiterentwicklung moderner Analysetechniken im gesamten Unternehmen erleichtern,1
5963,5963,"Providing in-depth knowledge of corporate infrastructure / cloud modernization to support the technical relationship with our customers, including product and solution discussions, proof-of-concept work and working directly with product management to prioritize solutions that affect customer adoption affect our product.",3
5964,5964,"The primary focus of this position will be spent working on new development, maintenance, and support using SQL Server databases, ASP.NET web applications, and custom automation software",3
5965,5965,"Build a broad range of technical and hands-on experience in a variety of ChromeOS and Chrome browser products, services, and features across critical business solution categories, such as: B. Identity, administration, security, network and application solutions (cloud and virtualization).",3
5966,5966,"Develops data structures and pipelines to organize, collect and standardize data that helps generate insights and addresses reporting needs.",3
5967,5967,Online transactional databases.,3
5968,5968,"Arbeiten Sie mit Experten für maschinelles Lernen, Technologen, Produktmanagern und anderen Informatik-Analysten zusammen, um komplexe Geschäftsprobleme zu lösen.",1
5969,5969,Solicit technical requirements from customers and facilitate all pre-contract design discussions.,3
5970,5970,Collaborate with the engineering and DevOps teams in an agile environment to support our CI pipelines with security best practices and ensure the perimeter security of applications,3
5971,5971,Support the qualification process of embedded software components and systems,3
5972,5972,"Provide technical guidance and mentorship to junior team members on analytics and analysis best practices, solution design as well as lead code/design reviews",1
5973,5973,Learning an entities risk profile and control environment and the impact on internal audits scope and planning,4
5974,5974,Research competitive technologies in order to develop alternative technical solutions,3
5975,5975,Optimize joint development efforts through appropriate database use and project design.,1
5976,5976,Make recommendations on how to contain and eliminate threats.,1
5977,5977,"Debug and commission programs on the shop floor, and get the machine ready for SAT.",3
5978,5978,"Develop mathematical models for ships and sub-systems, including aerodynamic, hydrodynamic, mechanical, actuators and sensors.",3
5979,5979,"Participates in the testing process through test review and analysis, test witnessing and certification of software",3
5980,5980,"Fähigkeit zur Kommunikation mithilfe professioneller PowerPoint-Folien, die durch strenge sachliche Details wie betriebliche Schwachstellen, Effizienzhebel und Auswirkungen auf Kunden, Mitarbeiter und Aktionäre untermauert werden",1
5981,5981,"Communicating with clients, internal and external, to understand the business problems that we can solve using machine learning and AI",1
