,id,description,jobflag
4767,4767,Create and update security operational processes and procedures as needed.,1
4768,4768,Fine-tune your applications and systems for high performance and high throughput.,3
4769,4769,"Experience utilizing Design for Six Sigma Tools and concepts such as but not limited to: Pugh concept selection matrices, Fishbone Diagrams, Functional Block Diagrams, Transfer Functions, Statistical Analysis, Sensitivity against Variation, and Robustness against Noise.",3
4770,4770,Apply statistical analysis and visualization techniques to various data,1
4771,4771,Identify issues that may delay your product or project and recommend appropriate action,3
4772,4772,Evaluate the effectiveness and accuracy of new data sources and data collection techniques.,1
4773,4773,Assess issues / generate solutions in data handling created by the changing requirements in clinical data. Assist in User Acceptance testing.,1
4774,4774,Complete prototype and test software development,3
4775,4775,Automate machine learning processes,2
4776,4776,Creating roadmaps towards the deployment of a production-level machine learning application.,2
4777,4777,Managing data science related projects for some of the most iconic businesses in the world.,1
4778,4778,"Deep dive into data through systematic and ad hoc analyses and build machine learning models to score the identity, behavior, threat and other risk characteristics of the various entities.",1
4779,4779,"Experience working at least one of the following languages: Node.js, Python, PHP, Ruby and Java.",3
4780,4780,Perform data and error analysis to improve models.,1
4781,4781,"Lead and participate in incident response efforts, guide clients through forensic investigations, and guide long-term remediation recommendations, including security incidents.",4
4782,4782,New business development is an important responsibility,3
4783,4783,"Post-production of clinical research databases; reviews and analyzes clinical data to identify potential issues with key data management deliverables. Missing/incorrect edit checks leading to potential issues with eCRF form design, confusing data collection procedures, or incorrect collection of data.",1
4784,4784,Work independently and possesses exceptional technical ability.,1
4785,4785,Possess in depth understanding of computer science parallelism concepts and efficient data processing techniques suitable for machine learning applications,2
4786,4786,"Define, escalate and solve all technical problems in a systematic, efficient and professional way.",2
4787,4787,Participate in group knowledge sharing as both a consumer and supplier of knowledge,3
4788,4788,Properly define the scope of the project and estimate the workload,3
4789,4789,"Define and continually update your target cloud architecture to ensure continuous operations, effective performance and security monitoring, and streamlined application and database maintenance.",3
4790,4790,Develop and continually improve best practices for firmware design and support processes,3
4791,4791,"Designing detailed components for complex applications utilizing high-level architecture, design patterns and reusable code",3
4792,4792,Work in an Agile environment to deliver high quality software while balancing the need to meet aggressive schedules,3
4793,4793,"Wearing, inspecting and caring for necessary personal protective equipment",3
4794,4794,Development of fundamental statistical techniques and applications to bring additional insights from data,1
4795,4795,Support the creation of papers and technical reports for publishing research results in public forums,2
4796,4796,Accountable for the successful completion of engineering projects.,3
4797,4797,Leverage solid development skills to understand software architecture,3
4798,4798,Track and assess the performance of software teams and suppliers to ensure that products and processes comply with project plans and industry standards.,3
4799,4799,Generate business impact by creating new business intelligence and analytics,1
4800,4800,"Detailed Orientation-Attention and desire to tackle large data ""processing"" projects.",3
4801,4801,"Product integrity, system performance,",3
4802,4802,Exercise your own judgment along with support from teammates to architect and implement proof of concept solutions,2
4803,4803,Collaborate with cross-functional partners across the business.,1
4804,4804,Identify the type of data in the format you need to collect to resolve the issue.,2
4805,4805,"Effectively explain technical concepts at all levels in the organization, including senior managers/stakeholders.",1
4806,4806,Understand customer expectations on to-be manufactured product.,3
4807,4807,We provide technical subject matter expertise in OSS and Microsoft big data technologies to support architecture design sessions and unblock key partner scenarios.,1
4808,4808,"Familiarity with MS Office products (Word, Excel, Visio, and PowerPoint).",3
4809,4809,Managemental duties including but not limited to business development and related HR activities,4
4810,4810,"Support RFP/RFQ evaluation, equipment, storyboarding, drafting, production",4
4811,4811,Improve cyber security platform,4
4812,4812,Track record of root cause determination and effective corrective / preventive action implementation.,3
4813,4813,Cultivate demand for new products and adopt them to increase sales,4
4814,4814,Interfaces with third party APIs and SDKs,3
4815,4815,"You'll closely work with product leaders, using data and strategies to measure and improve our search offerings through algorithms that improve search results, metric development and instrumentation, data investigations, designing and interpreting experiments, exploratory research, and influence evaluation.",1
4816,4816,"Identify, record, document, and track bugs",3
4817,4817,Provide expert consulting services specific to business applications upon request,3
4818,4818,"Create and investigate hypotheses related to audience engagement, ratings, content performance, and monetization.",1
4819,4819,Contribute to new architecture and design,3
4820,4820,"Help territory managers in patient identification, screening programs, and patient education programs.",4
4821,4821,Proactively engage with PA senior management to escalate persistent roadblocks,4
4822,4822,"Act as consultants and subject matter experts for product managers, software engineering teams, sales engineers, site reliability engineers, and strategic customer engineers to resolve technical deployment obstacles and improve product vision.",3
4823,4823,"Serve as a department representative to individuals, families, support staff, employers and referral sources as the individual progresses through the program",4
4824,4824,Build and drive a business development pipeline by expanding and maintaining strong customer relationships,4
4825,4825,Complete system integration and software requirements,3
4826,4826,"Deliver high quality of research, innovation and engineering on time",1
4827,4827,Communicate and visualize insights and inform decision making to multiple levels of stakeholders.,1
4828,4828,Desire to work closely with electrical engineers and mechanical engineers to create innovative electro-mechanical concepts.,3
4829,4829,Support Sales in the completion of complex RFI/RFP/RFQs.,3
4830,4830,"Support process improvement projects (templates, standard terms, system updates, etc.) to drive operational efficiencies and standardization throughout the organization",4
4831,4831,Use and integrate many and varied Java software packages,3
4832,4832,"Although not required to start, this position requires the ability to obtain and maintain a DoD Secret or Top Secret clearance as well as Program Special Access within a reasonable amount of time as determined by the company to meet its business needs",3
4833,4833,Collaborating with our machine learning infrastructure team to build support for new model types into our scoring infrastructure.,2
4834,4834,Develop and extend the technical abilities of FMI,4
4835,4835,Coordinate cross-functional solutions to meet pack system-level requirements and objectives that meet aerospace certification regulations.,3
4836,4836,Optimization of resulting system based on evaluation to improve results and performance.,3
4837,4837,"Feature engineering, exploring different model architectures and technologies, automating model comparison and feature selection to optimize performance",2
4838,4838,Support the effective usage of BI for existing business operations and the development of new business areas and opportunities,1
4839,4839,Develop scalable and maintainable applications from specifications,3
4840,4840,Set strategy and vision to drive the development of business data services related to US Oncology commercial data,1
4841,4841,Ensure system can meet or exceed service level agreements,3
4842,4842,Interface on occasion with the customer,3
4843,4843,"Identifies and diagnoses data inconsistencies and errors, forages to fill data gaps and blazes new data trails.Creates derived characteristics.",1
4844,4844,"You must be legally permitted to work in the United States at any time, now or in the future, without the support of your employer.",4
4845,4845,Modify existing databases for any site programs to address new capabilities or needs.,3
4846,4846,"Training and Performance Support, SAP for Public Sector Procurement",4
4847,4847,"Promotes and supports company policies, procedures, mission, values, and standards of ethics and integrity",1
4848,4848,Participate in Test design/plan review sessions with peers and other stakeholders,3
4849,4849,An obsessive commitment to product quality and integrity at all stages of the software development process,3
4850,4850,"Embrace, recommend and apply new technologies as needed",3
4851,4851,"Advocates strong agile development methodology (SCRUM), automated testing, continuous integration",3
4852,4852,"Deliver expert, hands-on technical support for urgent troubleshooting",3
4853,4853,"Self-directed and comfortable supporting the devOps needs of multiple teams, systems and products",2
4854,4854,Apply statistical techniques to the analysis of complex datasets.,1
4855,4855,Communicate clearly and regularly with colleagues about progress and obstacles,3
4856,4856,The Global Identity team requires a new Federated Authentication Engineer.,4
4857,4857,Evaluating and identifying new technologies for use by the software development team,3
4858,4858,"Desire to select, collaborate with, and manage internal and external partners to create component parts and/or assemblies using the following techniques:",3
4859,4859,"Adhere to customer requirements, Quality System and company policies",3
4860,4860,Make sure your connection and network are always up.,3
4861,4861,Apply knowledge of U.S. businesses and corporate groups and relevant industry knowledge to analysis and insights,1
4862,4862,"Collaborate with Marketing in the design, implementation, and analysis of marketplace research",1
4863,4863,"Build relationships through consistent communication, business reviews, and forward planning strategies to drive sales with retail leaders and store management teams.",4
4864,4864,Recommend improvements to existing software programs as necessary,3
4865,4865,"Supports software development tasks such as detailed software design, coding, customer desired features/user story units/integration testing of new database applications.",3
4866,4866,"We work with other engineers on the core source code of our products to identify, reproduce and fix issues affecting our users.",3
4867,4867,Collaborate with data team for in-house data management and labelling,2
4868,4868,Developing new software and systems,2
4869,4869,Use App Center to build and run pipelines for continuous delivery of value.,3
4870,4870,"Real-time streaming of user data, ground segment performance data, weather data, and Space Terminal (ST) telemetry data",3
4871,4871,Integration of opto-electronic hardware components in sensors to create detection systems,3
4872,4872,Utilize and apply higher order complex statistical analysis.,3
4873,4873,"Leveraging marketing materials and information (solutions, business cases) to support proposals",4
4874,4874,Develop software solutions using Microsoft Visual Studio or other tools,3
4875,4875,"Synthesizes analyses of data, uses the results to provide training and communications to the field",3
4876,4876,"Supporting Marketing events  user conferences, trade shows, webinars etc.;",4
4877,4877,"Provide support to application development staff with architecture, development and migration of Websphere / Appfluent / Cognos applications and integrated them into IBM PureApplication Cloud systems.",3
4878,4878,Lead the organization and preparation of structural plans and specifications for construction documents.,3
4879,4879,"Translate customer feedback into product design decisions, features, and functionality",3
4880,4880,"Technical - 70% - Large Hospital/IDN level requirement definition, workflow design, policy/procedure definition, education, etc.",4
4881,4881,Determine and apply the right analytics method for a given business problem.,1
4882,4882,Effective use of our CRM in each stage of the sales cycle to ensure strict monitoring of current opportunities;,3
4883,4883,"Help the team deploy models to production, learn from customer feedback, and make frequent model improvements",2
4884,4884,Help customers translate their data and problems in ways that our ML system can best solve them,1
4885,4885,"Actively participates in the engineering community, staying up to date on new software technologies and best practices and shares insights with others in the organization.",3
4886,4886,"Meets or exceeds company sales metrics by gaining profitable business,tracking relevant productivity metrics and adjusting activity",4
4887,4887,"Apply understanding of technical issues surrounding the designing, building and testing of software development kits supporting Windows, Linux, iOS, and Android platforms and frameworks",3
4888,4888,Information retrieval (with web scraping and parsing),1
4889,4889,Drive best practices for application development.,3
4890,4890,"Work closely with AI Scientists to plan, develop, train and test machine learning models for the purposes of computational pathology.",2
4891,4891,"Lead multiple projects and serve as project manager to identify issues, priorities, and goals",1
4892,4892,"Ensure application performance meets customer and industry expectations, and produce written assessments to inform and assure our customers accordingly",3
4893,4893,Research and improve features and machine learning models for production pipeline.,2
4894,4894,Define and establish configuration parameters and business process adaptations for SAP Business projects,3
4895,4895,"Responsible for consulting with business areas, clients, project managers, other departments on project status, proposals and technical issue",3
4896,4896,"Analyzes and develops logical database designs, data models and relational data definitions across multiple computing environments (e.g., host based, distributed systems, client server, etc.).",3
4897,4897,You will develop both internal web services and CLI tools to improve developer efficiency,3
4898,4898,"Processing, cleansing, and verifying the integrity of data used for analysis",1
4899,4899,"Work with stakeholders to create, draft, and communicate implementation standards to facilitate smoother operations and improve decision making.",4
4900,4900,"Managing relationships with design engineers, independent our representatives, building owners, Architects, GC and mechanical contractors.",3
4901,4901,Leverage DevOps and Data Architecture teams to deploy your code at scale.,1
4902,4902,Lead and participate in code reviews,3
4903,4903,"Build, maintain, and monitor configuration standards",3
4904,4904,"Supporting all printer functions at assigned locations,",3
4905,4905,"Perform regular TUB updates, BSI version upgrades and SUI rate updates",4
4906,4906,"Create circuit designs, schematics, bill of materials, and circuit layout.",3
4907,4907,Promote a culture of collaboration and inclusiveness.,3
4908,4908,Business analysis and process mapping,4
4909,4909,Maintain relationships with all reference sources,4
4910,4910,Promote and coordinate appropriate and effective communication channels within the project team and among other technical team leads,3
4911,4911,"Define standards and processes to manage quality, consistency, usability, security, and availability of data throughout the data lifecycle",1
4912,4912,"Collaborate with a cross functional agile team spanning user research, design, data science, product management, and engineering to build new product features that advance our mission to connect artists and fans in personalized and relevant ways",2
4913,4913,"Develop and embed automated processes for predictive model validation, deployment, and implementation",2
4914,4914,"Presentations to team members, management and customers",3
4915,4915,Conducting design reviews on workstations and products.,4
4916,4916,"Consult on data science and advanced analytics projects outside of core team goals. This includes, but is not limited to, promotional sensitivity, email segmentation, and client forecasting.",1
4917,4917,"Architect, build and deploy on AWS",2
4918,4918,"Helps the current security team for overseeing User Security, and audits.",4
4919,4919,"Superior people skills; team-oriented, fast learner and very personable;",4
4920,4920,"Directly responsible for the analysis, configuration, deployment and support of ProShip's solutions during implementation. Includes:",3
4921,4921,"Rapidly problem solves and resolve data and analytics issues for adherence as needed, working closely with the adherence Strategy and Operations program leads, data stewards, IT, PSS Analytics franchise leads, brand teams and external partners.",1
4922,4922,Develop computer models to simulate system and component performance.,3
4923,4923,"Greets prospective residents, completes guest card information, establishes program eligibility, determines needs and preferences, conducts sales tours of the community and specific apartments while communicating features and benefits and secures applications from qualified persons. Prepares and qualifies applications for approval.",4
4924,4924,"Demonstrate deep experience in manipulating data in a big data environment experience of hive, SQL is a must.",1
4925,4925,Work with stakeholders to understand how to integrate with and transform business processes.,1
4926,4926,"Design, develop, document and test innovative, high-quality software",3
4927,4927,"Assist in interpreting, validating, and maintaining statistical models",1
4928,4928,Combine data capabilities to determine your search model.,1
4929,4929,Consult stakeholders about how advanced analytics and a data-driven approach can help them achieve greater success in driving their business units.Evangelize data science and the mission of the Advanced Analytics team.Generate and effectively communicate the stories data tell us for each Advanced Analytics initiative,1
4930,4930,Analyze software requirements and create solutions for them,3
4931,4931,Working with internal customers to develop machine learning pipelines for computer vision based classification tasks,2
4932,4932,Author algorithm description documents (ADDs) and guide software engineers who implement the ADDs into operational software.,3
4933,4933,Lead incident response engagements to guide clients through forensic investigations contain security incidents and guide longer-term remediation recommendations.,4
4934,4934,Perform statistical analysis and fine-tuning using test results,2
4935,4935,Explore machine-learning-based optimizations for performance and energy efficiency,2
4936,4936,Enhance data creation procedures to include information that is relevant for building analytic systems,1
4937,4937,Monitors and evaluates competitive applications and products.,3
4938,4938,"Excellent interpersonal, oral and written communication skills",4
4939,4939,Generate and present a detailed analysis report,1
4940,4940,Conduct training and consulting at customer sites,3
4941,4941,Perform impact analysis if potential solution has any impact with other salesforce components in the Org,3
4942,4942,Perform exploratory and targeted data analyses using descriptive statistics and other methods.,1
4943,4943,"It assesses partners across multiple dimensions, identifies and offers opportunities for partnering, and provides technical guidance during project implementation.",4
4944,4944,We propose a basic approach that allows new features and interpretations in neural network based applications.,2
4945,4945,Generating favorable specifications with design engineers and Architects,3
4946,4946,"Planning and reporting of project design elements such as grading, drainage, utilities and roads.",3
4947,4947,"This position determines computer user needs; analyzes systems capabilities to resolve problems on program intent, output requirements, input data acquisition, and programming techniques and controls.",3
4948,4948,Optical part drawing package development,3
4949,4949,Responds to telephone and email inquiries from prospective residents. Applies sales techniques to schedule tours of the property. Meets with potential residents and checks the availability of apartment homes based on preferences and budget.,4
4950,4950,Coordinate with senior compliance consultants from colleagues around the world.,4
4951,4951,Creation of models for vision and decision making applications and implementation of models in projects.,3
4952,4952,"Be a strong communicator, leader, and advocate for our customers.Deliver scalable and reliable business solutions to customers and partners.",3
4953,4953,"Coach and mentor team members on agile standards and best practices, e., Lean, Kanban, Scrum, XP, DevOps, SAFe, LeSS, etc",3
4954,4954,"Development of supervised, unsupervised, reinforced models in the laboratory",1
4955,4955,Provide technical support across IIS signal processing programs,3
4956,4956,Implement batch and real-time model scoring to drive actions.,1
4957,4957,"Encourage and initiate the use of agile and DevOps methodologies with patterns including continuous integration, testing, test-driven development, and delivery.",3
4958,4958,Work with data and analytics experts to strive for greater functionality in our data systems.,4
4959,4959,Assist in defining project scope and fee,3
4960,4960,Perform information gathering and analysis for new business initiatives in order to design and develop impact scenarios.,1
4961,4961,Drive cross-functional activities in the supply chain for supplier quality readiness in all New Product Introduction/ Product Life Cycle phases leading into general acceptance including deliverables and supplier factory validation.,3
4962,4962,"Provides programming expertise and business analysis skills within an assigned business area, usually as a member of a project team, in analyzing, designing, modifying, and developing business applications.",3
4963,4963,Become an expert in understanding solar energy efficiency and show your customers how to reduce energy costs at no additional cost.,4
4964,4964,Work with cross-functional teams to execute product roadmaps and ensure that your data is always ahead of your decision,1
4965,4965,"Proven discipline generation documentation for architecture, design, and user guides.",3
4966,4966,"Team players who can work in a fast-paced environment, working directly with their customers.",3
4967,4967,Review and approve assigned validation documents as the QA engineer role,3
4968,4968,"Be (or become) the subject-matter expert on frameworks for model training and inference on edge devices, as well as model standardization (including Tensorflowlite, ONNX).",2
4969,4969,Collaborate with data scientists/engineers/stewards on data extraction and data cleaning.,1
4970,4970,"Candidates also participate in software design reviews, technology exchange/management management meetings, and configuration management committees.",3
4971,4971,"Work closely with software, hardware, validation/reliability and manufacturing engineering disciplines",3
4972,4972,"This role conducts experiments on various data science techniques, develops, executes, and maintains scripts and prototypes to analyze, interpret, visualize, and analyze multiple datasets, individually or in combination, to meet mission needs. Acquire knowledge",2
4973,4973,We develop our own forms and related materials that meet regulatory and legal requirements.,4
4974,4974,"Developing answers to questions via Java Map/Reduce, making them available via the corporate tool suites",3
4975,4975,Help your team through Service Now HRSD application requirements gathering and sprint design sessions,4
4976,4976,"Actively expand consulting skills and professional development through training courses, mentoring and daily interaction with clients",4
4977,4977,Recommend improved policies and procedures.,3
4978,4978,"To this end, we use Python, R, Node.js, Angular 7/8/9 as well as data processing frameworks such as Hadoop. The team has been working on Machine Learning techniques as well to find new solutions to old problems.",3
4979,4979,"Develop tools and processes for rapid, large-scale deployment across your partner environment.",4
4980,4980,Consult about products,4
4981,4981,Provide support for production and flight systems.,3
4982,4982,"Create customer loyalty and increase wallet customer share through a differentiated customer experience. Perform lobby engagement activities to connect with customers, successfully transform services into sales through internal interactions, and position PNC products to meet customer needs. He is also engaged in outbound sales calls.",4
4983,4983,"Provide input to the Systems Vaccinology scientific strategy, processes and objectives in alignment with the GSK Vaccines R&D strategy.",1
4984,4984,"Utilize system tools including (MySQL, Hadoop, Weka, R, Matlab, ILog).",1
4985,4985,"By being involved in every stage of new product development and planning, it becomes an integral part of the customer's design cycle.",3
4986,4986,Research new advanced predictive modeling techniques for specific solutions,1
4987,4987,"Create detailed documentation for digital prototypes, custom solutions and products and assist in customer and partner implementations",3
4988,4988,Gather and consult the best way to store myriad datasets across your organization using SQL and other databases,1
4989,4989,Ability to setup and run all lab measurement equipment.,3
4990,4990,Utilize Agile SDLC methodologies for all development activities,2
4991,4991,Support software clinical design in a highly innovative and fast-paced environment,1
4992,4992,I also have the opportunity to work in Python for a while,3
4993,4993,Develop new data management tools for commercial HVAC engineering data,3
4994,4994,"Maintain detailed documentation of SOPs and policies related to LAN/WAN structure, network maps, computer inventory, PCI/regulatory requirements, hardware/wiring diagrams.",3
4995,4995,Acts as a conduit between Customers and Technical teams,4
4996,4996,Partner with product leaders and engineers to understand the product roadmap,1
4997,4997,"Development of dashboards, calculations and reports that may require programming with Spotfire, SQL, VBA.",1
4998,4998,Support project managers to verify and guarantee the quality of deliverables,4
4999,4999,"Demonstrate rigor in code quality, best practices, and code reviews, while understanding product tradeoffs.",1
5000,5000,"Provides advanced decision support for business leadership by creating and enhancing decision tools, models, presentations and dashboards. Actively interview small businesses to identify how their data can help transform, evaluate, and select features for new and existing products.",1
5001,5001,Assist Chief Software Engineer and Technical Program Managers with overall continuous technical process improvements,3
5002,5002,Contribution to SMART shipyard development,4
5003,5003,Create test-driven units to test your code end-to-end.,3
5004,5004,"Create algorithms to extract information from large, multiparametric data sets",2
5005,5005,Create and update technical documentation posted on the wiki,3
5006,5006,Support sales teams by conducting hearing surveys and product demos for active trading.,3
5007,5007,Sizing or guiding others in sizing of the equipment needed to process the gas.,3
5008,5008,"Design and build advanced automated build, test, and release infrastructure.",3
5009,5009,"Affect the machine learning strategy of your program/project. Explore design options to assess efficiency and impact, and develop approaches to improve robustness and rigor",2
5010,5010,Create a messaging standard for your messaging platform.,3
5011,5011,"Work on an agile team by participating in story grooming, quotes, enablers and ending them.",3
5012,5012,"Objectively assess individual knowledge, skills, and abilities for competitive employment",4
5013,5013,"Identify data sources both internally and externally that can be used to improve insight into activity, implement data exploration technologies accordingly",4
5014,5014,Communicates clearly (written and oral) with other company personnel and the customer as required,3
5015,5015,"Drive continuous improvement by partnering stakeholders implementing new business system solutions, Service related processes, and support future-growth initiatives",4
5016,5016,Become a thought leader for your analytic issues and help develop and guide citizen data scientists across various business units.,1
5017,5017,Apply knowledge/experience in developing and testing applications on Windows and Linux systems for 32-bit and 64-bit systems,3
5018,5018,Responsible for the execution or review of required validation activities supporting BDI initiatives.,3
5019,5019,Develop training materials and short videos and conduct webinars.,3
5020,5020,Ability and interest to develop and maintain a good professional network using social media.,3
5021,5021,Providing pre-sales support to your sales team,3
5022,5022,"Provide analysis, requirements and algorithm design, implementation, integration, verification, and maintenance of artificial intelligence software systems. Collaborate across multi-functional teams to identify opportunities for improving IT services enterprise",3
5023,5023,Adhere to technical standards and best practices.,3
5024,5024,"Actively participate on an Agile scrum team, sizing work efforts and decomposing functionality and iteratively delivering value.",3
5025,5025,We provide onsite PS support to production customers as needed.,3
5026,5026,Provides technical support and leadership on HANA Cloud systems including establishing standards and requirements,4
5027,5027,"Evaluate, recommend, and implement the appropriate technical approach for migrating legacy code assets (AngularJS / Angular 1.x) to the latest technology version or standard",3
5028,5028,Investigate and test existing tools and databases and provide recommendations for software solutions,3
5029,5029,Perform thorough quality code reviews,3
5030,5030,"Evaluate your product applications, troubleshoot and diagnose issues through investigation and re-creation, and identify root causes",3
5031,5031,Work with cross-functional teams to implement full stack solutions for new and existing products.,3
5032,5032,"Data review, preparation, design, integration and testing.",4
5033,5033,"Support coordination of all production systems, information systems, and technology infrastructure necessary to support application/platform prior to deployment.",3
5034,5034,"Learn aspects of Store Operations, Delivery, and E-Commerce in the Quick-Service Restaurant industry for productive consulting",2
5035,5035,"Attend all business meetings, dental meetings, seminars, and career development training programs as directed by your regional manager.",4
5036,5036,"Work with other team members to ensure program goals are met, timelines are maintained, and issues are resolved.",3
5037,5037,Collaborate across teams in the organization to continually evaluate and improve the development processes,3
5038,5038,Design automated tests to perform in-depth testing of product throughput and response time,3
5039,5039,"Develop solutions that complement and enhance the capabilities offered by other onsite, offshore, and outsourcing developers.",3
5040,5040,"Adept at statistical analysis, sensitivity, specificity, robustness in a noisy environment",3
5041,5041,Investigate new releases and updates,4
5042,5042,"Working on cross-functional teams, collaborating and effectively communicating within your development team and with the customer team.",3
5043,5043,Document and implement all policies and procedures that are not implemented to meet PCI requirements.,4
5044,5044,Work closely with product and engineering teams to ensure high impact products,1
5045,5045,Leverage advanced technology solutions to solve legacy application and infrastructure problems.,4
5046,5046,"As data scientists expand their data collection efforts and use cases are identified, data scientists can help companies increase their analytical needs.",1
5047,5047,Work closely with data scientists to ensure the source data is aggregated and cleansed.,2
5048,5048,"Create objectives and develop models that help to achieve them, along with metrics to track their progress",2
5049,5049,Support control system commissioning and field testing.,3
5050,5050,Builds large and complex information sets; Integrates and extracts relevant information from large amounts of both structured and unstructured data (internal and external) to enable analytical solutions.,1
5051,5051,"Performs documentation for Active Directory solutions, works with second level support for implementation; serves as a third level escalation support to drive complex incidents or issue resolution.",3
5052,5052,He advises on performance management issues and leads minor investigations and reorganizations.,4
5053,5053,This role develops algorithms and analytical techniques to improve business performance.,1
5054,5054,Participate in and initiate defining new business opportunities and products Requirements,2
5055,5055,Identify the root cause of technical problems and implement changes to mitigate or prevent future problems.,3
5056,5056,Prepare and deliver product messaging to highlight our product's value proposition specific to the vertical and/or customer.,3
5057,5057,"Draft protocols, test reports, test methods and data summaries.",3
5058,5058,"Develop integrated software algorithms to structure, analyze and use data in product and systems applications in both structured and unstructured environments",2
5059,5059,Meet service commitments for assigned deliverables and proactively provide work status.,4
5060,5060,Data collection and collection for engineers,3
5061,5061,"Implement GCR products and technology to meet customer needs. Apply GCR methodology, company procedures, and leading practices. Demonstrate expertise to deliver functional and technical solutions on complex customer engagements.",4
5062,5062,Support younger colleagues as a coach and mentor.,4
5063,5063,Develop models of current state in order to determine improvements needed.,1
5064,5064,Clarify software test harness/test case and confirm requirement scope,3
5065,5065,Conduct limited scope engineering work under the supervision of Software Engineers,3
5066,5066,Create high level execution plans for delivering on agreed to project scope,4
5067,5067,You will be developing provisioning automation for our infrastructure using Chef and Terraform,3
5068,5068,Act as the ServiceNow subject matter expert at Executive briefings / marketing events;,4
5069,5069,"Support data-centric projects and experiments across the company, as assigned.",1
5070,5070,"Be knowledgeable at all times about incoming inventory, updated features, accessories, etc.",4
5071,5071,Develop high performance algorithms for predictive analytics. Test these algorithms and implement them in scalable production-ready code.,1
5072,5072,"Design and build APIs and data access using .NET, SQL Server and other technologies",3
5073,5073,Work with data scientists to create scalable ML solutions for your business problems,2
5074,5074,Tune Machine learning applications on Hadoop and non-Hadoop platforms for optimal performance,2
5075,5075,Work closely with product teams to in order to drive maximum product enhancements through the use of research,2
5076,5076,Acts as a technical resource for junior team members,3
5077,5077,You are responsible for providing insight into the gaps in your data quality and where you need to address issues.,1
5078,5078,Conduct a consulting needs analysis to identify current business challenges and identify key value propositions and cost benefits for our customers,4
5079,5079,Own one or more project management activities for a work stream throughout the implementation of a third-party core administration vendor platform,4
5080,5080,Complete expert engineering tasks for impactful and high-visibility initiatives.,3
5081,5081,"Work in tandem with the Advanced Analytics team to develop distributed computing capabilities to handle large-scale data storage and computation, and deployment of such a platform for analytical purposes.",1
5082,5082,"Pinpoint trends, correlations and patterns in complicated data sets",1
5083,5083,Architecting software solutions to define and analyze satellite systems and evaluate system performance for various scenarios and vignettes.,3
5084,5084,Explore and visualize data to understand it and identify differences in data distribution that can impact performance when deploying models in the real world.,2
5085,5085,Proactively perform data exploration on user behavior to discover future testing opportunities,1
5086,5086,"Transform and process your dataset to maximize accuracy, performance, and transparency.",1
5087,5087,We devise new concepts and product solutions based on the identified customer needs.,3
5088,5088,"Act as technical leader for an agile scrum team and actively participate in the project planning, sprint planning, daily scrum, and sprint review.",3
5089,5089,Develop and maintain territories and business plans to meet sales and revenue goals,4
5090,5090,Innovation - Collaborate with some of our most forward-thinking customers to jointly innovate the next generation of data-driven products and services,4
5091,5091,"Train, deploy, test and document machine learning algorithms for various applications.",2
5092,5092,Optimize and automate your current reporting system/process,1
5093,5093,Build analytical solutions and models by manipulating large data sets and integrating diverse data sources.,1
5094,5094,Apply data analytics methods and software to improve data visualization and presentation for customers.,3
5095,5095,Learn to overcome objections and thrive within sales situations.,4
5096,5096,"Document system design specifications, functional specifications, and communicate effectively to cross functional teams",2
5097,5097,"Leverage your creative problem solving, critical thinking, and troubleshooting skills across a broad domain of computing situations and activities",3
5098,5098,"Software Engineers will adhere to the established lifecycle methodology and practices, in accordance to project plans while carrying out their responsibilities.",3
5099,5099,Support customer product development by modifying and testing reference design firmware to meet customer specifications,3
5100,5100,Develop technical strategies for overall reduction of service incidents and support costs.,3
5101,5101,Communicate key project data to team members and build team cohesion and effectiveness.,2
5102,5102,Serve as a key technical resource for building mobile applications and APIs.,3
5103,5103,Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions.,2
5104,5104,Develop and maintain technical documentation as needed.,3
5105,5105,"Design and develop service-oriented architecture solutions, constructing and managing services published to both internal and external consumers, integrating with complex database and third-party components",3
5106,5106,Knowledge of common ML frameworks,2
5107,5107,Modify existing databases and database management systems.,3
5108,5108,"Create, develop, build, and release Contrail software to solve your problems.",3
5109,5109,"Research and implement deep learning, machine learning and statistical approaches to solve business problems.",2
5110,5110,Work in an agile framework and communicate progress as necessary,1
5111,5111,Deliver and own key company services and/or applications,3
5112,5112,"Defining business goals, KGIs, KPIs",1
5113,5113,"Formulation of new modeling solutions to commercial clients across industries including but not limited to: banking and lending, rentals and leasing, telecommunications, transportation, manufacturing, utilities, hedge funds and other markets.",1
5114,5114,Participate in cutting edge research in machine learning and computer vision applications.,2
5115,5115,Analyze and decompose complex software systems and collaborate with cross-functional teams to influence design for testability.,3
5116,5116,"To carry out any other reasonable duties, as assigned, which are within the capabilities of the job holder.",3
5117,5117,Tracking and remediating issues discovered during testing,3
5118,5118,"Attends all branch and corporate sales meetings, conferences, and training seminars as required.",4
5119,5119,"Help to build, document, and maintain best practices, including but not limited to codebase management, work and issue tracking, testing and quality control/assurance measures, data dictionaries, and a documentation hub for both production level code and ad hoc analyses.",1
5120,5120,Obtain a performance driving certification and operate autonomous vehicles on public roads,3
5121,5121,Implement from early exploration to production.,2
5122,5122,Technical Design and Documentation for the customised solution required by the customer,4
5123,5123,"Lead technical due diligence activities including review of technology, design, execution plans, O&M and performance metrics, project capital costs, and contracts",4
5124,5124,Business and technical analysis and design support.,4
